TGME49_CHRXII	0	68
TGME49_CHRXII	1	111
TGME49_CHRXII	2	42
TGME49_CHRXII	3	27
TGME49_CHRXII	4	35
TGME49_CHRXII	5	53
TGME49_CHRXII	6	116
TGME49_CHRXII	7	140
TGME49_CHRXII	8	228
TGME49_CHRXII	9	201
TGME49_CHRXII	10	200
TGME49_CHRXII	11	185
TGME49_CHRXII	12	150
TGME49_CHRXII	13	127
TGME49_CHRXII	14	118
TGME49_CHRXII	15	187
TGME49_CHRXII	16	135
TGME49_CHRXII	17	149
TGME49_CHRXII	18	114
TGME49_CHRXII	19	112
TGME49_CHRXII	20	150
TGME49_CHRXII	21	128
TGME49_CHRXII	22	58
TGME49_CHRXII	23	57
TGME49_CHRXII	24	69
TGME49_CHRXII	25	36
TGME49_CHRXII	26	94
TGME49_CHRXII	27	131
TGME49_CHRXII	28	117
TGME49_CHRXII	29	123
TGME49_CHRXII	30	116
TGME49_CHRXII	31	58
TGME49_CHRXII	32	89
TGME49_CHRXII	33	107
TGME49_CHRXII	34	83
TGME49_CHRXII	35	80
TGME49_CHRXII	36	18
TGME49_CHRXII	37	45
TGME49_CHRXII	38	53
TGME49_CHRXII	39	64
TGME49_CHRXII	40	43
TGME49_CHRXII	41	48
